Year,m,d,Time,Time zone,Pressure (msl) (hPa),Air temperature (degC)
2019,10,3,08:00,UTC,1021.4,1.1
2019,10,3,08:10,UTC,1021.5,1.5
2019,10,3,08:20,UTC,1021.5,1.6
2019,10,3,08:30,UTC,1021.6,2
2019,10,3,08:40,UTC,1021.6,2.1
2019,10,3,08:50,UTC,1021.6,2.5
2019,10,3,09:00,UTC,1021.6,2.6
2019,10,3,09:10,UTC,1021.6,2.7
2019,10,3,09:20,UTC,1021.6,2.9
2019,10,3,09:30,UTC,1021.5,3.2
2019,10,3,09:40,UTC,1021.4,3.4
2019,10,3,09:50,UTC,1021.4,3.5
2019,10,3,10:00,UTC,1021.4,3.8
2019,10,3,10:10,UTC,1021.4,3.8
2019,10,3,10:20,UTC,1021.4,3.9
2019,10,3,10:30,UTC,1021.3,3.9
2019,10,3,10:40,UTC,1021.4,4.2
2019,10,3,10:50,UTC,1021.3,4.4
2019,10,3,11:00,UTC,1021.2,4.6
2019,10,3,11:10,UTC,1021.2,4.8
2019,10,3,11:20,UTC,1021.2,4.9
2019,10,3,11:30,UTC,1021.1,4.9
2019,10,3,11:40,UTC,1021.1,5.2
2019,10,3,11:50,UTC,1021,5
2019,10,3,12:00,UTC,1021.1,5.4
2019,10,3,12:10,UTC,1021.1,4.9
2019,10,3,12:20,UTC,1021.2,5
2019,10,3,12:30,UTC,1021.2,5
2019,10,3,12:40,UTC,1021.2,5.1
2019,10,3,12:50,UTC,1021.2,5
2019,10,3,13:00,UTC,1021.1,5
2019,10,3,13:10,UTC,1021.1,4.9
2019,10,3,13:20,UTC,1021.1,4.9
2019,10,3,13:30,UTC,1021.1,4.9
2019,10,3,13:40,UTC,1021.2,4.8
2019,10,3,13:50,UTC,1020.9,4.6
2019,10,3,14:00,UTC,1021,4.4
2019,10,3,14:10,UTC,1021,4.3
2019,10,3,14:20,UTC,1021.1,4.1
2019,10,3,14:30,UTC,1021.1,4
2019,10,3,14:40,UTC,1021.2,4
2019,10,3,14:50,UTC,1021.1,4.3
2019,10,3,15:00,UTC,1021.2,4.2
2019,10,3,15:10,UTC,1021.2,4.2
2019,10,3,15:20,UTC,1021.1,4.2
2019,10,3,15:30,UTC,1021.1,4.1
2019,10,3,15:40,UTC,1021.2,4
2019,10,3,15:50,UTC,1021.2,3.9
2019,10,3,16:00,UTC,1021.2,3.9
2019,10,3,16:10,UTC,1021.2,3.9
2019,10,3,16:20,UTC,1021.2,3.7
2019,10,3,16:30,UTC,1021.2,3.6
2019,10,3,16:40,UTC,1021.1,3.6
2019,10,3,16:50,UTC,1021.3,3.5
2019,10,3,17:00,UTC,1021.2,3.5
2019,10,3,17:10,UTC,1021.2,3.5
2019,10,3,17:20,UTC,1021.3,3.6
2019,10,3,17:30,UTC,1021.3,3.5
2019,10,3,17:40,UTC,1021.3,3.6
2019,10,3,17:50,UTC,1021.3,3.5
2019,10,3,18:00,UTC,1021.3,3.5
2019,10,3,18:10,UTC,1021.2,3.3
2019,10,3,18:20,UTC,1021.2,3.3
2019,10,3,18:30,UTC,1021.3,3.3
2019,10,3,18:40,UTC,1021.3,3.1
2019,10,3,18:50,UTC,1021.3,3.4
2019,10,3,19:00,UTC,1021.3,3.3
2019,10,3,19:10,UTC,1021.2,3.4
2019,10,3,19:20,UTC,1021.2,3.5
2019,10,3,19:30,UTC,1021.2,3.4
2019,10,3,19:40,UTC,1021.2,3.3
2019,10,3,19:50,UTC,1021.2,3.2
2019,10,3,20:00,UTC,1021.1,3
2019,10,3,20:10,UTC,1021.1,2.8
2019,10,3,20:20,UTC,1021.1,2.9
2019,10,3,20:30,UTC,1021,2.9
2019,10,3,20:40,UTC,1021,2.7
2019,10,3,20:50,UTC,1020.9,2.8
2019,10,3,21:00,UTC,1020.8,2.7
2019,10,3,21:10,UTC,1020.7,2.8
2019,10,3,21:20,UTC,1020.7,2.5
2019,10,3,21:30,UTC,1020.6,2.5
2019,10,3,21:40,UTC,1020.5,2.9
2019,10,3,21:50,UTC,1020.4,2.9
2019,10,3,22:00,UTC,1020.4,2.8
2019,10,3,22:10,UTC,1020.4,2.6
2019,10,3,22:20,UTC,1020.4,2.8
2019,10,3,22:30,UTC,1020.3,2.6
2019,10,3,22:40,UTC,1020.3,2.7
2019,10,3,22:50,UTC,1020.1,2.6
2019,10,3,23:00,UTC,1020.2,2.5
2019,10,3,23:10,UTC,1020.2,2.5
2019,10,3,23:20,UTC,1020.1,2.5
2019,10,3,23:30,UTC,1020.1,2.6
2019,10,3,23:40,UTC,1020.1,2.4
2019,10,3,23:50,UTC,1020,2.5
2019,10,4,00:00,UTC,1020,2.6
2019,10,4,00:10,UTC,1019.9,2.5
2019,10,4,00:20,UTC,1019.9,2.5
2019,10,4,00:30,UTC,1019.8,2.4
2019,10,4,00:40,UTC,1019.7,2.3
2019,10,4,00:50,UTC,1019.6,2.5
2019,10,4,01:00,UTC,1019.6,2.6
2019,10,4,01:10,UTC,1019.5,2.7
2019,10,4,01:20,UTC,1019.5,2.6
2019,10,4,01:30,UTC,1019.6,2.4
2019,10,4,01:40,UTC,1019.5,2.5
2019,10,4,01:50,UTC,1019.5,2.6
2019,10,4,02:00,UTC,1019.5,2.3
2019,10,4,02:10,UTC,1019.5,2.4
2019,10,4,02:20,UTC,1019.4,2.6
2019,10,4,02:30,UTC,1019.4,2.6
2019,10,4,02:40,UTC,1019.4,2.5
2019,10,4,02:50,UTC,1019.4,2.3
2019,10,4,03:00,UTC,1019.4,2.2
2019,10,4,03:10,UTC,1019.4,2.3
2019,10,4,03:20,UTC,1019.3,2.4
2019,10,4,03:30,UTC,1019.3,2.2
2019,10,4,03:40,UTC,1019.3,2.1
2019,10,4,03:50,UTC,1019.2,1.9
2019,10,4,04:00,UTC,1019.2,1.9
2019,10,4,04:10,UTC,1019.1,1.9
2019,10,4,04:20,UTC,1019.1,2
2019,10,4,04:30,UTC,1019.1,2
2019,10,4,04:40,UTC,1019,2.1
2019,10,4,04:50,UTC,1019,2
2019,10,4,05:00,UTC,1019.1,2
2019,10,4,05:10,UTC,1019,2
2019,10,4,05:20,UTC,1019,2.2
2019,10,4,05:30,UTC,1018.8,2.3
2019,10,4,05:40,UTC,1018.7,2.3
2019,10,4,05:50,UTC,1018.7,2.3
2019,10,4,06:00,UTC,1018.6,2.5
2019,10,4,06:10,UTC,1018.6,2.4
2019,10,4,06:20,UTC,1018.4,2.5
2019,10,4,06:30,UTC,1018.4,2.6
2019,10,4,06:40,UTC,1018.4,2.7
2019,10,4,06:50,UTC,1018.4,2.7
2019,10,4,07:00,UTC,1018.3,2.9
2019,10,4,07:10,UTC,1018.3,2.8
2019,10,4,07:20,UTC,1018.2,2.8
2019,10,4,07:30,UTC,1018.1,2.6
2019,10,4,07:40,UTC,1018.1,2.6
2019,10,4,07:50,UTC,1018.1,2.6
2019,10,4,08:00,UTC,1018,2.7
2019,10,4,08:10,UTC,1017.9,2.8
2019,10,4,08:20,UTC,1017.8,2.7
2019,10,4,08:30,UTC,1017.8,2.6
2019,10,4,08:40,UTC,1017.7,2.9
2019,10,4,08:50,UTC,1017.7,2.7
2019,10,4,09:00,UTC,1017.5,2.7
2019,10,4,09:10,UTC,1017.5,2.7
2019,10,4,09:20,UTC,1017.4,2.7
2019,10,4,09:30,UTC,1017.4,2.7
2019,10,4,09:40,UTC,1017.2,2.9
2019,10,4,09:50,UTC,1017.2,2.9
2019,10,4,10:00,UTC,1017.2,2.9
2019,10,4,10:10,UTC,1017.2,3
2019,10,4,10:20,UTC,1017,2.9
2019,10,4,10:30,UTC,1017,3
2019,10,4,10:40,UTC,1017,3.2
2019,10,4,10:50,UTC,1016.8,3.2
2019,10,4,11:00,UTC,1016.9,3.2
2019,10,4,11:10,UTC,1016.8,3.3
2019,10,4,11:20,UTC,1016.7,3.2
2019,10,4,11:30,UTC,1016.5,3.3
2019,10,4,11:40,UTC,1016.6,3.4
2019,10,4,11:50,UTC,1016.4,3.6
2019,10,4,12:00,UTC,1016.3,3.9
2019,10,4,12:10,UTC,1016.3,4
2019,10,4,12:20,UTC,1016.2,4.2
2019,10,4,12:30,UTC,1016.3,4.1
2019,10,4,12:40,UTC,1016.1,4.2
2019,10,4,12:50,UTC,1016.2,4.1
2019,10,4,13:00,UTC,1016.3,4.1
2019,10,4,13:10,UTC,1016.1,4.2
2019,10,4,13:20,UTC,1016,4
2019,10,4,13:30,UTC,1016.2,4.1
2019,10,4,13:40,UTC,1015.9,4.1
2019,10,4,13:50,UTC,1016,4
2019,10,4,14:00,UTC,1016,3.8
2019,10,4,14:10,UTC,1015.9,3.8
2019,10,4,14:20,UTC,1015.9,3.7
2019,10,4,14:30,UTC,1015.9,3.7
2019,10,4,14:40,UTC,1016,3.6
2019,10,4,14:50,UTC,1016,3.4
2019,10,4,15:00,UTC,1016.1,3.3
2019,10,4,15:10,UTC,1016.1,3.1
2019,10,4,15:20,UTC,1016.2,2.7
2019,10,4,15:30,UTC,1016.2,2.4
2019,10,4,15:40,UTC,1016.3,2.3
2019,10,4,15:50,UTC,1016.4,2
2019,10,4,16:00,UTC,1016.4,1.9
2019,10,4,16:10,UTC,1016.4,1.7
2019,10,4,16:20,UTC,1016.4,1.6
2019,10,4,16:30,UTC,1016.5,1.6
2019,10,4,16:40,UTC,1016.4,1.7
2019,10,4,16:50,UTC,1016.3,1.6
2019,10,4,17:00,UTC,1016.3,1.5
2019,10,4,17:10,UTC,1016.2,1.6
2019,10,4,17:20,UTC,1016.2,1.6
2019,10,4,17:30,UTC,1016.2,1.6
2019,10,4,17:40,UTC,1016.3,1.4
2019,10,4,17:50,UTC,1016.1,1.5
2019,10,4,18:00,UTC,1016.1,1.4
2019,10,4,18:10,UTC,1016,1.6
2019,10,4,18:20,UTC,1016,1.4
2019,10,4,18:30,UTC,1016,1.6
2019,10,4,18:40,UTC,1015.9,2.1
2019,10,4,18:50,UTC,1015.8,1.8
2019,10,4,19:00,UTC,1015.8,2
2019,10,4,19:10,UTC,1015.8,2.2
2019,10,4,19:20,UTC,1015.8,2.2
2019,10,4,19:30,UTC,1015.8,2.2
2019,10,4,19:40,UTC,1015.8,2.3
2019,10,4,19:50,UTC,1015.8,1.9
2019,10,4,20:00,UTC,1015.8,2
2019,10,4,20:10,UTC,1015.7,1.9
2019,10,4,20:20,UTC,1015.7,1.8
2019,10,4,20:30,UTC,1015.7,1.8
2019,10,4,20:40,UTC,1015.7,1.5
2019,10,4,20:50,UTC,1015.8,1.7
2019,10,4,21:00,UTC,1015.7,1.8
2019,10,4,21:10,UTC,1015.6,1.7
2019,10,4,21:20,UTC,1015.7,1.6
2019,10,4,21:30,UTC,1015.6,1.3
2019,10,4,21:40,UTC,1015.5,1.7
2019,10,4,21:50,UTC,1015.6,1.6
2019,10,4,22:00,UTC,1015.5,1.7
2019,10,4,22:10,UTC,1015.6,1.8
2019,10,4,22:20,UTC,1015.6,1.8
2019,10,4,22:30,UTC,1015.4,1.6
2019,10,4,22:40,UTC,1015.5,1.6
2019,10,4,22:50,UTC,1015.5,1.3
2019,10,4,23:00,UTC,1015.6,1.2
2019,10,4,23:10,UTC,1015.6,1.4
2019,10,4,23:20,UTC,1015.6,1.5
2019,10,4,23:30,UTC,1015.6,1.6
2019,10,4,23:40,UTC,1015.7,1.7
2019,10,4,23:50,UTC,1015.7,1.7
2019,10,5,00:00,UTC,1015.7,1.7
